age,income,credit_sum,loans_count,credit_history,delay_ratio,employment_years,target
31,231748,172924,6,0.344,0.168,16,1
52,152877,278245,7,0.417,0.119,4,1
68,91396,196530,0,0.556,0.07,8,0
18,119939,121812,6,0.467,0.093,25,1
58,75830,159018,5,0.586,0.148,1,1
43,212456,62473,3,0.28,0.264,34,1
68,117557,406670,2,0.468,0.017,3,1
48,105504,330843,0,0.602,0.211,32,0
61,177135,465889,6,0.602,0.117,16,1
26,102840,13217,6,0.414,0.157,22,1
25,98854,319238,0,0.347,0.113,16,0
66,68419,284593,4,0.532,0.198,14,1
45,30814,315578,4,0.303,0.123,25,1
47,23925,494957,1,0.693,0.055,12,1
26,109656,201101,4,0.524,0.132,2,1
29,248889,79105,6,0.395,0.179,0,1
60,76238,16117,2,0.342,0.1,11,1
33,165651,251087,5,0.405,0.0,8,1
48,91358,95229,7,0.266,0.092,0,1
34,86136,79143,3,0.574,0.107,3,1
31,53294,82244,0,0.38,0.097,34,1
26,147404,145716,2,0.56,0.065,19,1
66,169827,66782,1,0.581,0.193,15,0
66,97297,248095,2,0.645,0.0,36,1
23,138758,330483,5,0.538,0.107,23,1
36,126897,151768,1,0.669,0.108,5,0
47,78652,76810,4,0.708,0.247,28,1
37,177553,290488,7,0.539,0.099,28,1
55,145157,51960,2,0.548,0.131,10,1
31,30475,371419,7,0.416,0.109,26,1
21,130786,197464,2,0.352,0.107,5,1
35,106504,210877,4,0.692,0.223,39,1
49,202054,132021,1,0.591,0.022,23,0
27,87056,148586,2,0.603,0.053,11,1
60,239656,81471,6,0.411,0.153,36,1
18,159525,283423,4,0.744,0.118,20,1
21,45707,81602,4,0.466,0.08,35,1
44,109792,343466,4,0.38,0.095,3,1
44,222719,135540,1,0.414,0.164,12,0
33,74827,287064,7,0.736,0.134,17,1
31,180627,273056,3,0.333,0.05,10,1
21,199088,320375,0,0.387,0.117,20,0
52,177750,381466,7,0.935,0.097,14,1
37,36238,284693,0,0.641,0.133,35,0
24,102960,427860,7,0.39,0.078,9,1
38,96829,136911,2,0.338,0.015,7,1
66,95818,378194,0,0.249,0.147,38,1
31,221564,178054,1,0.515,0.138,28,0
64,16325,317824,5,0.609,0.199,1,1
31,141668,251078,4,0.728,0.008,33,1
27,245818,454736,1,0.216,0.095,7,0
31,220743,142892,2,0.301,0.084,27,1
34,157528,264671,1,0.482,0.072,1,0
24,249516,90595,5,0.918,0.0,10,1
48,109547,320344,6,0.633,0.025,34,1
35,158668,28079,2,0.556,0.119,1,1
55,142785,211694,7,0.316,0.065,18,1
43,26121,14850,3,0.182,0.042,15,1
41,24523,170418,0,0.506,0.2,9,1
42,225765,247183,2,0.485,0.266,4,1
26,55807,172538,6,0.46,0.096,15,1
55,98384,199098,6,0.443,0.0,14,1
23,161489,82675,5,0.388,0.128,4,1
55,150252,360165,3,0.353,0.0,28,1
69,135851,400332,6,0.708,0.005,4,1
57,245106,232823,5,0.367,0.129,15,1
41,199962,37130,6,0.459,0.003,37,1
34,236317,40576,4,0.494,0.079,14,1
63,169804,340595,4,0.606,0.0,27,1
31,245093,465171,7,0.372,0.104,18,1
43,156337,433585,7,0.647,0.179,25,1
58,142305,208691,4,0.413,0.057,31,1
65,206587,253739,1,0.476,0.099,18,0
65,219170,89913,3,0.746,0.043,26,0
22,31041,44398,4,0.355,0.048,19,1
64,228986,385232,5,0.608,0.042,12,1
23,177358,219924,2,0.651,0.155,30,0
48,225944,253467,0,0.546,0.001,15,0
66,183163,178181,6,0.482,0.077,2,1
52,232825,163446,7,0.819,0.129,10,1
67,79663,492914,0,0.498,0.164,26,0
35,59097,409944,2,0.531,0.131,26,1
34,60977,348719,3,0.45,0.095,22,1
34,74257,200685,6,0.523,0.06,17,1
36,65255,363466,6,0.645,0.165,12,1
53,118780,176219,2,0.459,0.039,1,1
41,61563,262755,2,0.184,0.04,8,1
56,52169,81063,3,0.577,0.195,39,1
39,138088,357612,1,0.338,0.125,34,1
34,201436,39639,3,0.611,0.128,3,1
27,46872,364059,2,0.5,0.142,37,1
46,135155,305805,0,0.641,0.093,30,0
64,169932,42515,5,0.358,0.0,3,1
62,180812,257989,6,0.42,0.118,16,1
31,39693,119077,2,0.449,0.099,6,1
42,187432,243305,3,0.278,0.04,28,1
54,21319,16354,3,0.667,0.024,26,1
49,70677,363688,0,0.256,0.097,8,1
21,90033,259805,4,0.665,0.005,30,1
48,215456,187518,3,0.564,0.09,11,1
20,60087,439141,7,0.47,0.082,19,1
24,198874,326017,2,0.552,0.092,4,0
51,247335,308681,6,0.548,0.128,37,1
23,240584,82090,3,0.44,0.144,7,1
35,86204,255101,1,0.545,0.05,34,0
48,37492,353303,2,0.61,0.161,33,1
52,67185,463723,7,0.358,0.085,5,1
41,195672,306081,2,0.552,0.223,4,1
22,61240,94387,6,0.106,0.059,5,1
59,166714,342203,5,0.211,0.0,33,1
67,102855,46556,5,0.585,0.158,3,1
64,195210,163337,6,0.437,0.13,24,1
56,157374,459479,4,0.372,0.184,35,1
38,152594,402877,4,0.492,0.122,11,1
63,198757,452363,0,0.441,0.264,22,0
43,239395,182690,5,0.352,0.087,3,1
25,100675,344656,5,0.254,0.173,37,1
62,139279,353012,0,0.205,0.063,24,0
34,162103,130529,4,0.611,0.134,29,1
66,208418,471878,4,0.437,0.147,10,1
37,128284,485184,2,0.645,0.158,29,1
63,103017,64069,0,0.435,0.154,25,0
45,213926,385019,0,0.553,0.0,5,0
42,239001,229369,1,0.481,0.095,22,0
33,148724,340208,1,0.507,0.06,4,0
61,39322,281659,1,0.514,0.074,26,1
21,83124,119226,4,0.433,0.08,37,1
42,123793,57021,3,0.316,0.168,34,1
37,180343,261413,0,0.615,0.114,19,0
46,172391,420237,0,0.739,0.064,35,0
31,207715,413062,5,0.749,0.0,39,1
52,22048,144641,7,0.417,0.207,18,1
38,124378,431527,6,0.39,0.055,12,1
27,179749,184410,6,0.417,0.091,7,1
28,246991,285100,2,0.474,0.25,24,0
54,48453,168943,5,0.492,0.057,15,1
31,221587,266168,0,0.35,0.081,22,0
33,16825,269403,1,0.278,0.116,37,1
50,61284,351865,1,0.507,0.0,2,1
35,214044,241214,1,0.0,0.0,11,1
38,199887,268841,2,0.485,0.066,20,0
30,243596,329159,0,0.358,0.069,28,0
35,156223,214663,6,0.617,0.109,36,1
54,159752,266955,5,0.657,0.032,34,1
45,140680,51855,5,0.661,0.13,18,1
69,135252,436212,1,0.448,0.0,22,0
58,135775,71764,6,0.33,0.095,18,1
18,83742,437747,0,0.378,0.125,4,0
37,215551,382534,7,0.543,0.123,28,1
33,98806,474354,5,0.253,0.089,32,1
48,158555,22085,1,0.709,0.054,31,0
31,172274,116411,1,0.45,0.087,14,0
68,141360,35629,5,0.575,0.186,33,1
33,158686,214617,6,0.233,0.058,8,1
45,26482,453275,3,0.361,0.168,18,1
24,89248,385473,0,0.214,0.18,10,1
65,120351,354958,3,0.653,0.0,17,1
65,107639,425716,3,0.476,0.091,37,1
59,228389,12064,2,0.586,0.032,18,0
36,225828,395955,7,0.51,0.0,30,1
21,182258,162901,2,0.57,0.155,38,0
54,97786,348555,1,0.449,0.133,6,1
40,26974,384026,5,0.469,0.118,37,1
69,192455,346017,4,0.486,0.024,4,1
54,222738,214624,4,0.561,0.115,24,1
46,130065,309679,4,0.565,0.008,18,1
69,209266,239710,2,0.922,0.105,11,0
59,233706,317874,2,0.752,0.054,25,0
41,143470,234811,0,0.233,0.174,36,0
18,64247,203087,1,0.479,0.075,2,1
22,20265,109045,4,0.439,0.116,6,1
41,192882,199848,3,0.692,0.116,20,1
47,147170,363481,5,0.453,0.095,4,1
19,51122,436422,6,0.57,0.107,12,1
24,27828,60473,4,0.149,0.121,16,1
54,242828,99570,0,0.273,0.037,17,0
57,90289,258553,0,0.814,0.128,27,0
19,91865,354263,1,0.508,0.16,18,1
44,162793,93278,2,0.35,0.128,2,1
22,100644,169191,0,0.536,0.075,25,0
55,229534,32801,6,0.342,0.112,12,1
61,175020,35769,2,0.457,0.075,0,1
63,99081,80189,5,0.282,0.092,31,1
49,77659,367295,1,0.382,0.017,17,1
50,217105,435974,0,0.438,0.197,26,0
66,154057,254437,1,0.668,0.235,26,0
49,230814,96312,3,0.57,0.051,3,1
41,96098,461502,3,0.596,0.155,33,1
57,19945,146400,3,0.496,0.202,8,1
48,226292,85798,7,0.623,0.033,29,1
61,71265,77666,5,0.369,0.0,29,1
45,213686,183003,5,0.39,0.206,4,1
63,181817,370417,0,0.561,0.099,4,0
20,69468,204583,3,0.458,0.064,33,1
19,192858,228270,4,0.498,0.103,0,1
23,34170,176735,4,0.475,0.074,8,1
46,107217,472381,7,0.688,0.307,39,1
54,98790,344965,3,0.696,0.063,4,1
29,169337,335519,2,0.406,0.123,24,1
26,140611,224432,7,0.236,0.19,14,1
62,158857,270380,2,0.393,0.19,17,1
57,126909,443646,4,0.365,0.177,5,1
51,188847,331749,0,0.625,0.07,23,0
43,52618,408749,1,0.638,0.089,13,1
39,183884,29808,0,0.345,0.0,26,0
19,26755,431193,3,0.387,0.095,31,1
27,35179,475823,7,0.278,0.102,19,1
64,185056,337369,0,0.52,0.152,0,0
35,52188,478650,7,0.493,0.226,26,1
54,195982,288192,6,0.618,0.15,19,1
54,46190,145308,0,0.575,0.175,28,0
34,49475,307082,0,0.592,0.099,31,0
28,234132,317864,7,0.269,0.19,7,1
53,56669,80862,4,0.406,0.101,4,1
22,229682,108938,1,0.642,0.18,16,0
43,96808,152786,7,0.419,0.156,36,1
64,202391,278261,4,0.256,0.127,12,1
54,235767,82516,5,0.621,0.0,17,1
57,42428,387686,5,0.413,0.177,31,1
22,92660,63641,1,0.659,0.126,32,0
28,149953,470512,2,0.497,0.149,30,1
32,218396,341143,1,0.458,0.122,37,0
33,58999,176216,4,0.704,0.134,32,1
28,58889,192543,7,0.305,0.191,6,1
68,101570,349817,5,0.715,0.067,17,1
26,63075,53506,5,0.404,0.133,31,1
54,77766,361049,1,0.524,0.046,23,1
48,45514,280563,4,0.526,0.14,5,1
49,209798,118362,7,0.436,0.118,28,1
29,202226,449672,0,0.386,0.056,6,0
33,48946,318225,1,0.445,0.107,12,1
49,141135,90193,5,0.348,0.06,38,1
33,166852,331156,0,0.794,0.074,39,0
54,162474,211505,1,0.428,0.125,0,0
20,246215,384397,7,0.674,0.119,15,1
21,165697,251136,0,0.654,0.0,12,0
55,176457,499974,3,0.554,0.126,21,1
50,22723,464388,2,0.48,0.079,33,1
20,33619,29713,3,0.529,0.071,33,1
64,160449,211372,2,0.586,0.021,5,0
18,228344,109129,2,0.515,0.097,29,0
67,108773,230621,6,0.265,0.063,1,1
55,166123,81088,0,0.227,0.189,20,0
69,64367,272476,1,0.726,0.0,22,0
67,122233,85672,2,0.105,0.033,16,1
34,191552,315340,6,0.529,0.028,35,1
57,170027,232581,3,0.465,0.118,25,1
28,41835,496579,0,0.524,0.182,39,0
42,221575,440482,4,0.329,0.135,17,1
30,232876,304106,5,0.553,0.023,16,1
43,127124,229874,3,0.531,0.07,23,1
63,95076,360778,0,0.914,0.043,9,0
40,139860,337555,7,0.519,0.136,31,1
22,203321,78273,6,0.702,0.069,12,1
34,121325,194484,7,0.275,0.001,4,1
58,22081,496166,7,0.653,0.141,18,1
45,32058,166635,2,0.534,0.188,27,1
47,205719,16493,3,0.54,0.087,21,1
40,199961,418775,7,0.543,0.108,2,1
33,196428,467092,3,0.756,0.0,0,0
49,44706,331218,6,0.538,0.0,29,1
50,55108,321145,5,0.382,0.0,39,1
64,107723,181938,7,0.408,0.097,8,1
50,69250,186100,0,0.623,0.078,38,0
69,105903,457938,5,0.567,0.138,19,1
60,146241,430448,6,0.27,0.086,5,1
22,80809,254270,1,0.577,0.169,10,1
38,44018,163423,5,0.338,0.161,38,1
38,109589,102254,1,0.566,0.077,12,0
18,184807,15341,7,0.379,0.03,33,1
27,160232,246778,7,0.458,0.0,25,1
57,90544,281391,0,0.418,0.2,32,0
36,88176,340602,4,0.728,0.034,17,1
25,152166,404498,3,0.56,0.0,4,1
32,55540,189885,7,0.689,0.109,19,1
32,210906,91731,2,0.934,0.0,37,0
27,219301,423454,5,0.507,0.109,39,1
23,20972,383606,0,0.725,0.076,16,0
57,243145,271240,1,0.395,0.165,4,0
60,20503,29193,7,0.688,0.159,8,1
43,122767,239204,3,0.379,0.177,15,1
50,171821,313449,6,0.497,0.114,39,1
65,91849,430768,7,0.581,0.04,21,1
61,62851,259010,7,0.604,0.027,19,1
19,26158,236829,0,0.309,0.063,32,1
67,185937,196189,1,0.37,0.24,7,1
21,23660,213060,5,0.592,0.083,11,1
19,128790,18022,7,0.445,0.111,29,1
38,107327,60821,7,0.29,0.206,15,1
56,242405,380567,5,0.489,0.118,23,1
22,233606,187621,0,0.482,0.048,32,0
33,207116,426899,5,0.527,0.151,29,1
31,186716,204553,2,0.579,0.07,21,0
38,142582,498459,6,0.57,0.12,2,1
69,97078,98504,4,0.385,0.136,34,1
35,54165,102152,1,0.438,0.065,3,1
28,242490,298033,6,0.639,0.113,2,1
24,105450,403307,7,0.419,0.212,8,1
28,115758,80482,4,0.441,0.056,11,1
24,48183,256404,6,0.274,0.192,31,1
47,80046,119607,0,0.496,0.059,22,0
39,164130,371217,2,0.552,0.226,36,1
43,115193,284935,1,0.204,0.04,4,1
61,152678,330580,2,0.339,0.072,39,1
48,64712,141801,3,0.287,0.206,19,1
26,34288,151543,3,0.618,0.209,23,1
37,223125,323437,2,0.213,0.157,0,1
34,116528,182934,4,0.488,0.024,29,1
60,99875,348351,1,0.608,0.106,20,0
33,82232,85447,2,0.528,0.1,29,1
25,169622,157632,6,0.434,0.04,36,1
56,147323,59821,4,0.552,0.149,8,1
40,106426,52819,0,0.656,0.046,37,0
22,233767,138591,2,0.484,0.01,19,0
53,226906,249831,6,0.164,0.0,12,1
28,61653,80767,1,0.672,0.22,28,1
63,165959,55520,7,0.56,0.064,0,1
61,242564,439869,2,0.495,0.066,27,0
37,129739,262465,5,0.203,0.028,36,1
46,22093,360631,3,0.455,0.196,8,1
47,46053,365846,5,0.369,0.003,22,1
51,171903,59784,6,0.318,0.016,31,1
21,226950,313961,1,0.48,0.077,23,0
34,45173,431732,2,0.42,0.098,37,1
26,143501,229651,4,0.429,0.146,32,1
54,131762,432387,2,0.611,0.053,11,1
21,81987,473470,3,0.538,0.208,15,1
44,163443,277741,7,0.426,0.053,26,1
55,221312,59856,1,0.407,0.029,16,0
67,71222,312556,1,0.432,0.023,15,1
32,27793,441200,4,0.463,0.046,34,1
18,99366,293865,0,0.588,0.018,4,0
55,88808,402063,0,0.344,0.153,19,1
18,185889,272325,6,0.719,0.03,15,1
21,141154,215671,2,0.588,0.091,29,1
69,19205,473333,0,0.089,0.028,39,1
62,94856,84904,5,0.513,0.018,36,1
54,187750,229327,3,0.656,0.177,14,1
61,127032,86374,3,0.558,0.212,15,1
21,147272,330810,3,0.438,0.189,4,1
22,77114,461684,1,0.491,0.0,35,1
33,90056,498915,6,0.527,0.007,12,1
19,45569,124515,0,0.615,0.238,13,0
64,34182,366529,3,0.288,0.082,15,1
20,23660,438316,2,0.409,0.004,37,1
46,161731,418522,5,0.746,0.176,39,1
62,52046,256614,4,0.505,0.105,12,1
56,149836,95495,3,0.729,0.14,25,1
30,238942,236249,4,0.948,0.0,9,0
42,178846,390247,1,0.426,0.077,18,0
46,150219,313560,1,0.32,0.166,28,1
57,42463,200251,7,0.46,0.055,20,1
40,129905,115369,4,0.665,0.186,36,1
32,224426,329412,5,0.686,0.008,20,1
59,105316,219901,7,0.841,0.092,30,1
64,209153,241322,7,0.494,0.215,18,1
43,181478,469857,4,0.573,0.019,29,1
19,77691,14471,6,0.393,0.119,32,1
44,48195,126745,4,0.124,0.141,38,1
64,18994,460713,1,0.494,0.106,13,1
69,79890,461575,4,0.327,0.082,22,1
38,93230,158227,7,0.597,0.039,28,1
25,169136,497162,7,0.218,0.114,35,1
47,149555,113674,4,0.389,0.093,4,1
61,127580,35434,7,0.54,0.0,1,1
67,184879,160486,1,0.556,0.177,3,0
20,195971,270375,0,0.493,0.036,5,0
33,182669,12947,3,0.78,0.001,11,0
42,225820,94191,1,0.735,0.058,10,0
23,99538,397542,7,0.397,0.038,4,1
64,208492,314639,0,0.741,0.082,37,0
23,113877,306590,4,0.764,0.013,32,1
52,58288,494875,6,0.481,0.131,7,1
65,49260,121911,0,0.507,0.197,15,0
53,36495,449471,0,0.492,0.107,15,0
57,239562,184047,4,0.403,0.0,33,1
31,54818,463175,7,0.418,0.036,1,1
61,211284,393754,0,0.698,0.115,34,0
39,199129,114541,0,0.566,0.0,3,0
21,118221,112600,7,0.417,0.014,21,1
37,229750,275736,4,0.361,0.0,23,1
36,228450,256348,5,0.386,0.108,8,1
45,232480,125067,2,0.475,0.251,3,1
31,131768,137584,2,0.637,0.012,17,0
42,85080,450718,3,0.371,0.157,35,1
40,25294,379312,1,0.635,0.061,22,1
34,212480,103665,3,0.53,0.008,35,1
54,220147,365368,7,0.521,0.209,13,1
33,141015,85439,5,0.654,0.251,24,1
57,31671,228051,6,0.627,0.129,34,1
31,208356,15959,3,0.289,0.125,15,1
62,85100,328119,6,0.337,0.104,39,1
36,143865,99154,3,0.466,0.09,35,1
20,169971,125676,4,0.553,0.124,23,1
25,49284,102983,5,0.705,0.147,19,1
59,29747,99870,6,0.51,0.216,6,1
63,33616,47970,7,0.756,0.063,7,1
29,240378,281691,0,0.394,0.109,35,0
49,239946,435193,6,0.419,0.094,13,1
47,115304,157743,5,0.454,0.172,36,1
24,115063,392198,5,0.377,0.268,14,1
41,110600,276353,0,0.674,0.174,10,0
54,97372,134695,3,0.085,0.156,23,1
68,142795,40226,7,0.424,0.164,12,1
62,98731,393796,7,0.672,0.189,16,1
23,159797,21225,1,0.453,0.269,18,1
30,104049,216860,3,0.661,0.0,32,1
40,163031,26785,6,0.83,0.142,33,1
25,237074,390004,7,0.512,0.0,25,1
47,63366,495014,2,0.675,0.167,37,1
18,29735,168273,6,0.863,0.139,10,1
23,138758,163668,6,0.56,0.062,26,1
20,42979,286680,1,0.493,0.0,16,1
33,69374,255975,0,0.635,0.099,16,0
57,200568,196989,0,0.678,0.116,28,0
27,113204,189281,1,0.494,0.096,13,0
69,144111,101961,5,0.427,0.057,9,1
32,197396,132869,3,0.758,0.037,19,0
20,45206,296960,5,0.459,0.096,3,1
35,127480,369850,0,0.679,0.044,22,0
56,23098,377907,4,0.539,0.157,28,1
23,132301,263068,5,0.774,0.094,6,1
21,67695,379022,7,0.373,0.0,16,1
62,229143,300087,2,0.372,0.112,11,1
48,76290,184581,4,0.628,0.129,4,1
35,62039,183145,3,0.33,0.213,5,1
57,18340,264168,2,0.517,0.165,19,1
61,46320,160752,5,0.732,0.037,21,1
36,65781,384251,4,0.232,0.2,22,1
47,68590,100746,6,0.56,0.003,2,1
18,188504,36703,0,0.682,0.102,1,0
33,223573,250660,1,0.496,0.153,4,0
48,216026,45225,4,0.361,0.202,31,1
28,239744,103876,4,0.461,0.232,25,1
69,226085,194349,7,0.374,0.189,19,1
68,122041,12044,5,0.51,0.09,1,1
31,106629,119501,0,0.458,0.141,1,0
38,167582,276938,3,0.423,0.116,15,1
27,90062,193576,6,0.57,0.05,34,1
44,156868,449216,6,0.737,0.092,4,1
24,249967,55939,6,0.549,0.226,23,1
38,61557,362665,3,0.702,0.145,22,1
46,195795,300083,0,0.737,0.244,38,0
49,234840,325679,1,0.412,0.024,11,0
49,141277,339152,6,0.541,0.073,11,1
29,98665,35655,2,0.436,0.129,24,1
59,74871,398001,6,0.278,0.152,16,1
53,54478,172367,0,0.553,0.092,6,0
57,90506,328756,3,0.342,0.156,26,1
42,190440,154037,7,0.573,0.156,38,1
64,136110,204226,1,0.267,0.003,36,1
38,67044,353016,0,0.526,0.153,4,0
59,142389,468114,2,0.264,0.175,31,1
28,205130,440203,0,0.601,0.121,28,0
30,18214,365902,4,0.441,0.0,25,1
45,19839,273883,1,0.427,0.081,18,1
46,240459,268563,1,0.669,0.131,31,0
56,190839,483151,4,0.452,0.039,22,1
33,150267,111356,2,0.517,0.164,3,1
63,227910,477499,5,0.47,0.151,5,1
35,153452,327997,7,0.576,0.109,28,1
45,137363,311903,7,0.656,0.101,16,1
66,64695,299943,5,0.625,0.114,23,1
46,205506,408113,7,0.43,0.1,32,1
53,194771,344831,5,0.681,0.01,10,1
65,84465,56466,0,0.363,0.07,35,0
68,188257,392751,7,0.389,0.105,9,1
43,185868,367079,4,0.481,0.199,17,1
39,37362,458374,0,0.657,0.148,11,0
28,52695,468871,4,0.324,0.203,27,1
45,154823,475037,1,0.634,0.002,4,0
65,161542,30959,4,0.492,0.075,13,1
43,169675,318790,5,0.435,0.245,10,1
36,102707,467864,0,0.665,0.048,28,0
23,211358,483318,3,0.38,0.047,2,1
38,119728,279157,0,0.843,0.081,25,0
30,63431,456596,0,0.474,0.241,26,1
68,42052,441417,1,0.522,0.053,29,1
45,221244,11281,6,0.731,0.139,20,1
25,181181,443643,3,0.526,0.127,25,1
21,123448,322432,0,0.678,0.0,5,0
62,64185,291124,5,0.207,0.099,22,1
66,37683,97450,4,0.434,0.061,27,1
57,50904,460152,1,0.56,0.147,9,1
24,39820,154644,4,0.662,0.222,7,1
23,139411,214732,1,0.615,0.076,11,0
28,61484,155775,5,0.601,0.076,19,1
57,45035,485124,7,0.659,0.276,1,1
57,81446,246733,2,0.571,0.05,36,1
61,179361,65871,5,0.179,0.006,26,1
23,131655,15324,0,0.716,0.196,30,0
25,51122,490284,3,0.374,0.096,33,1
64,190956,125540,7,0.547,0.12,23,1
66,130047,387653,0,0.527,0.256,30,0
55,58880,24269,7,0.507,0.002,23,1
23,177437,449428,0,0.334,0.086,30,0
21,248273,328773,3,0.209,0.013,2,1
20,141955,120125,1,0.35,0.123,32,1
53,52957,445750,0,0.624,0.061,17,0
61,87748,155930,2,0.283,0.018,19,1
50,155853,498916,4,0.368,0.151,12,1
31,249856,303764,5,0.563,0.101,16,1
57,233301,229792,2,0.346,0.012,18,0
21,234305,38672,3,0.419,0.017,14,1
61,210639,137469,1,0.512,0.115,38,0
64,150082,38565,5,0.542,0.0,20,1
55,167253,428020,1,0.343,0.116,31,0
63,187476,59084,6,0.521,0.194,38,1
48,183140,65447,1,0.56,0.147,24,0
42,165100,70999,5,0.309,0.056,13,1
34,46538,487377,2,0.532,0.119,28,1
65,221742,485574,7,0.393,0.012,0,1
54,17270,360270,2,0.519,0.11,29,1
27,115100,46136,7,0.608,0.077,0,1
67,117024,256927,6,0.474,0.027,18,1
21,249070,474720,3,0.637,0.144,11,0
48,36036,57358,3,0.619,0.0,34,1
27,126812,398857,2,0.636,0.017,25,0
52,99071,18916,3,0.56,0.025,24,1
39,37959,403931,3,0.665,0.065,26,1
40,67579,276820,1,0.558,0.191,29,1
52,114189,445069,2,0.25,0.153,6,1
57,230341,212786,7,0.381,0.107,0,1
37,106230,394809,7,0.468,0.104,37,1
69,221813,422905,0,0.487,0.099,21,0
43,187434,169202,5,0.554,0.196,26,1
26,207451,324729,1,0.379,0.0,14,0
18,215629,235838,5,0.801,0.154,33,1
28,182776,221629,4,0.485,0.064,2,1
53,187355,401869,7,0.499,0.135,17,1
46,51206,120743,5,0.399,0.136,25,1
35,183506,68628,6,0.349,0.151,18,1
43,26366,245406,6,0.481,0.211,37,1
61,188289,412608,5,0.504,0.004,0,1
47,168663,89867,3,0.487,0.17,29,1
21,192879,176706,2,0.748,0.096,35,0
20,165930,336836,2,0.481,0.068,3,1
43,101641,243658,2,0.487,0.242,25,1
39,101814,306807,2,0.622,0.149,2,1
62,155095,268729,2,0.474,0.071,24,1
48,126081,406934,4,0.581,0.167,13,1
57,95034,438875,2,0.308,0.097,33,1
48,129950,230269,2,0.309,0.07,9,1
35,141099,221490,5,0.518,0.058,14,1
52,71383,146537,2,0.465,0.121,1,1
50,164978,227433,0,0.379,0.057,29,0
55,88829,419833,0,0.518,0.111,1,0
27,77919,255809,6,0.531,0.162,26,1
51,113321,348588,7,0.394,0.108,13,1
32,39271,215019,5,0.422,0.238,37,1
59,156747,356287,0,0.532,0.101,5,0
59,187345,359091,4,0.347,0.194,25,1
50,239617,268761,2,0.409,0.168,7,0
67,81647,467904,2,0.58,0.207,1,1
45,141543,439229,7,0.496,0.238,34,1
19,133335,87625,6,0.428,0.0,35,1
49,186823,121613,5,0.365,0.119,39,1
58,161839,477850,4,0.348,0.092,7,1
23,204645,206829,4,0.48,0.108,32,1
23,214900,162093,7,0.804,0.072,19,1
32,41674,400153,5,0.585,0.062,9,1
61,98436,305052,4,0.3,0.023,15,1
45,168484,75150,0,0.606,0.107,7,0
68,142783,54973,7,0.386,0.165,24,1
63,128296,405973,6,0.499,0.065,23,1
46,55692,384781,2,0.412,0.077,6,1
53,149521,182771,2,0.803,0.051,31,0
35,189036,432602,7,0.33,0.03,22,1
22,24027,71496,7,0.547,0.083,26,1
38,154019,435826,3,0.397,0.124,5,1
48,227960,48783,1,0.611,0.188,32,0
27,149826,321674,6,0.544,0.017,14,1
29,238904,423084,5,0.688,0.098,19,1
18,97855,313457,7,0.608,0.182,6,1
56,15818,391521,4,0.396,0.017,39,1
64,175284,178468,4,0.937,0.189,20,1
61,65006,151140,1,0.583,0.069,31,1
37,17275,140306,4,0.417,0.15,24,1
48,57345,67017,2,0.531,0.085,2,1
67,234496,145891,1,0.595,0.132,27,0
48,198606,131144,6,0.589,0.213,14,1
33,79628,380782,2,0.574,0.092,23,1
35,155548,114363,1,0.645,0.17,22,0
55,94744,91319,7,0.63,0.119,31,1
41,56673,369197,7,0.373,0.045,8,1
61,247270,273546,3,0.816,0.09,38,0
62,206283,115625,2,0.795,0.085,16,0
19,100418,355888,1,0.62,0.001,28,0
55,98066,115888,5,0.506,0.132,25,1
37,206664,394933,4,0.508,0.146,22,1
45,123301,25811,4,0.451,0.157,22,1
31,103583,299165,6,0.471,0.2,24,1
37,106017,302461,3,0.172,0.167,34,1
35,120000,192689,5,0.73,0.058,11,1
20,137524,347599,5,0.677,0.073,10,1
58,24417,196064,6,0.248,0.159,39,1
25,127833,330210,5,0.633,0.127,36,1
37,118392,119541,0,0.499,0.099,15,0
28,79527,288613,4,0.47,0.039,12,1
26,98517,380567,7,0.574,0.063,29,1
37,114770,483376,4,0.239,0.141,36,1
65,101026,186543,4,0.498,0.0,37,1
67,228459,241641,4,0.512,0.0,9,1
37,139201,243407,4,0.512,0.149,8,1
44,133180,431466,3,0.295,0.063,20,1
69,76790,481654,7,0.567,0.133,7,1
30,230350,326544,0,0.659,0.21,37,0
67,20448,412852,6,0.561,0.029,14,1
23,144279,51239,1,0.466,0.0,11,0
29,54668,382045,1,0.903,0.081,38,0
35,195672,406943,4,0.361,0.052,33,1
19,103894,360302,5,0.616,0.098,37,1
60,83993,296350,7,0.536,0.138,20,1
62,28619,450793,2,0.802,0.123,31,1
37,200747,330227,0,0.558,0.103,16,0
61,108173,424730,2,0.59,0.174,2,1
58,77115,98311,4,0.576,0.147,26,1
59,213409,336039,2,0.341,0.087,3,1
59,19594,224370,2,0.37,0.144,7,1
47,125176,435471,7,0.459,0.0,11,1
23,52771,441485,4,0.644,0.174,26,1
66,44838,423553,5,0.535,0.102,31,1
49,20088,115561,5,0.469,0.016,7,1
64,58955,251228,3,0.706,0.071,29,1
67,237559,10061,5,0.203,0.173,28,1
27,119697,490020,7,0.306,0.046,23,1
38,249994,136179,5,0.126,0.129,24,1
28,77815,315971,2,0.681,0.162,16,1
20,194124,248895,6,0.485,0.102,5,1
68,36056,453265,1,0.645,0.039,5,1
66,40410,412426,0,0.484,0.096,4,0
66,18852,390695,3,0.653,0.001,19,1
63,226252,325212,4,0.481,0.066,24,1
51,172830,68496,3,0.561,0.022,5,1
